2,status_code,pred_list,wbs_id,task_name,start_date,end_date,UNIFORMAT,,,,,,,,,,,MASTERFORMAT,,,
L4-2010,Not Started,L4-1010 L4-2000,15059 LMES-5.18,LEVEL 04 POUR B- INSTALL SOFFIT / PERIMETER FORMS,42905.33333,42908.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-2040,Not Started,L4-2010,15059 LMES-5.18,LEVEL 04 POUR B - SLAB REINFORCING,42908.33333,42909.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L4-2050,Not Started,L4-2040 L4-2000 L4-2020 L4-2030,15059 LMES-5.18,LEVEL 04 POUR B -  PLACE CONCRETE / CURE,42912.33333,42914.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-2060,Not Started,L4-2050,15059 LMES-5.18,LEVEL 04 POUR B - STRESS P.T.,42915.33333,42915.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-1070,Not Started,L4-1060 LE10020,15059 LMES-5.18,LEVEL 04 POUR A - REMOVE FORMS,42914.33333,42915.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-2070,Not Started,L4-2060 LE10020,15059 LMES-5.18,LEVEL 04 POUR B - REMOVE FORMS,42916.33333,42919.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-1020,Not Started,L4-1040,15059 LMES-5.18,LEVEL 04 POUR A - INSTALL M/P SLEEVES,42906.33333,42907.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L4-1030,Not Started,L4-1040,15059 LMES-5.18,LEVEL 04 POUR A - SLAB ELECTRICAL ROUGH IN,42906.33333,42907.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L4-2020,Not Started,L4-2040,15059 LMES-5.18,LEVEL 04 POUR B - INSTALL M/P SLEEVES,42908.33333,42909.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L4-2030,Not Started,L4-2040,15059 LMES-5.18,LEVEL 04 POUR B - SLAB ELECTRICAL ROUGH IN,42908.33333,42909.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1000,Not Started,L4-1050,15059 LMES-5.18,LEVEL 05 POUR A - F/R/P COLS/WALLS  FROM LEVEL 04-05,42909.33333,42914.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2000,Not Started,L4-2050,15059 LMES-5.18,LEVEL 05 POUR B - F/R/P COLS/WALLS FROM LEVEL 04-05,42913.33333,42916.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1010,Not Started,L4-2010 L5-1000,15059 LMES-5.18,LEVEL 05 POUR A- INSTALL SOFFIT / PERIMETER FORMS,42913.33333,42916.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1040,Not Started,L5-1010 FB033050,15059 LMES-5.18,LEVEL 05 POUR A - SLAB REINFORCING,42916.33333,42919.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L5-1050,Not Started,L5-1040 L5-1000 L5-1030 L5-1020,15059 LMES-5.18,LEVEL 05 POUR A -  PLACE CONCRETE / CURE,42921.33333,42923.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1060,Not Started,L5-1050,15059 LMES-5.18,LEVEL 05 POUR A - STRESS P.T.,42926.33333,42926.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2010,Not Started,L5-2000 L5-1010,15059 LMES-5.18,LEVEL 05 POUR B- INSTALL SOFFIT / PERIMETER FORMS,42919.33333,42923.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2040,Not Started,L5-2010 L5-2020 L5-2030,15059 LMES-5.18,LEVEL 05 POUR B - SLAB REINFORCING,42923.33333,42926.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L5-2050,Not Started,L5-2040,15059 LMES-5.18,LEVEL 05 POUR B -  PLACE CONCRETE / CURE,42927.33333,42929.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2060,Not Started,L5-2050,15059 LMES-5.18,LEVEL 05 POUR B - STRESS P.T.,42930.33333,42930.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2070,Not Started,L5-2060 LE10020,15059 LMES-5.18,LEVEL 05 POUR B - REMOVE FORMS,42933.33333,42934.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1070,Not Started,L5-1060 LE10020,15059 LMES-5.18,LEVEL 05 POUR A - REMOVE FORMS,42927.33333,42928.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-1020,Not Started,L5-1040,15059 LMES-5.18,LEVEL 05 POUR A - INSTALL M/P SLEEVES,42916.33333,42919.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L5-1030,Not Started,L5-1040,15059 LMES-5.18,LEVEL 05 POUR A - SLAB ELECTRICAL ROUGH IN,42916.33333,42919.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L5-2020,Not Started,L5-2010,15059 LMES-5.18,LEVEL 05 POUR B - INSTALL M/P SLEEVES,42923.33333,42926.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L5-2030,Not Started,L5-2010,15059 LMES-5.18,LEVEL 05 POUR B - SLAB ELECTRICAL ROUGH IN,42923.33333,42926.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1000,Not Started,L5-1050,15059 LMES-5.18,LEVEL 06 POUR A - F/R/P COLS/WALLS  FROM LEVEL 05-06,42922.33333,42927.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2000,Not Started,L5-2050,15059 LMES-5.18,LEVEL 06 POUR B - F/R/P COLS/WALLS FROM LEVEL 05-06,42928.33333,42933.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1010,Not Started,L6-1000,15059 LMES-5.18,LEVEL 06 POUR A- INSTALL SOFFIT / PERIMETER FORMS,42926.33333,42928.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1020,Not Started,L6-1010 FB033060,15059 LMES-5.18,LEVEL 06 POUR A - SLAB REINFORCING,42928.33333,42929.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L6-1050,Not Started,L6-1020 L6-1030 L6-1040,15059 LMES-5.18,LEVEL 06 POUR A -  PLACE CONCRETE / CURE,42930.33333,42934.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1060,Not Started,L6-1050,15059 LMES-5.18,LEVEL 06 POUR A - STRESS P.T.,42935.33333,42935.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2010,Not Started,L6-2000 L6-1010,15059 LMES-5.18,LEVEL 06 POUR B- INSTALL SOFFIT / PERIMETER FORMS,42930.33333,42934.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2040,Not Started,L6-2010,15059 LMES-5.18,LEVEL 06 POUR B - SLAB REINFORCING,42934.33333,42935.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L6-2050,Not Started,L6-2040 L6-2030 L6-2020,15059 LMES-5.18,LEVEL 06 POUR B -  PLACE CONCRETE / CURE,42936.33333,42940.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2060,Not Started,L6-2050,15059 LMES-5.18,LEVEL 06 POUR B - STRESS P.T.,42941.33333,42941.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1070,Not Started,L6-1060 L6-1060 LE10020,15059 LMES-5.18,LEVEL 06 POUR A - REMOVE FORMS,42936.33333,42937.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2070,Not Started,L6-2060 LE10020,15059 LMES-5.18,LEVEL 06 POUR B - REMOVE FORMS,42942.33333,42943.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-1030,Not Started,L6-1010,15059 LMES-5.18,LEVEL 06 POUR A - INSTALL M/P SLEEVES,42927.33333,42928.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L6-1040,Not Started,L6-1010,15059 LMES-5.18,LEVEL 06 POUR A - SLAB ELECTRICAL ROUGH IN,42927.33333,42928.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L6-2020,Not Started,L6-2010,15059 LMES-5.18,LEVEL 06 POUR B - INSTALL M/P SLEEVES,42933.33333,42934.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L7-1000,Not Started,L6-1050,15059 LMES-5.18,LEVEL 07 POUR A - F/R/P COLS/WALLS  FROM LEVEL 06-07,42933.33333,42936.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2000,Not Started,L6-2050,15059 LMES-5.18,LEVEL 07 POUR B - F/R/P COLS/WALLS FROM LEVEL 06-07,42937.33333,42942.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-1010,Not Started,L7-1000,15059 LMES-5.18,LEVEL 07 POUR A- INSTALL SOFFIT / PERIMETER FORMS,42935.33333,42937.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-1020,Not Started,L7-1010 FB033070,15059 LMES-5.18,LEVEL 07 POUR A - SLAB REINFORCING,42937.33333,42940.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L7-1050,Not Started,L7-1020 L7-1030 L7-1040,15059 LMES-5.18,LEVEL 07 POUR A -  PLACE CONCRETE / CURE,42941.33333,42943.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-1060,Not Started,L7-1050,15059 LMES-5.18,LEVEL 07 POUR A - STRESS P.T.,42944.33333,42944.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2010,Not Started,L7-2000 L7-1010,15059 LMES-5.18,LEVEL 07 POUR B- INSTALL SOFFIT / PERIMETER FORMS,42941.33333,42943.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2020,Not Started,L7-2010,15059 LMES-5.18,LEVEL 07 POUR B - SLAB REINFORCING,42943.33333,42944.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L7-2050,Not Started,L7-2020 L7-2030 L7-2040,15059 LMES-5.18,LEVEL 07 POUR B -  PLACE CONCRETE / CURE,42947.33333,42949.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2060,Not Started,L7-2050,15059 LMES-5.18,LEVEL 07 POUR B - STRESS P.T.,42949.33333,42949.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-1070,Not Started,L7-1060 LE10020,15059 LMES-5.18,LEVEL 07 POUR A - REMOVE FORMS,42947.33333,42948.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2070,Not Started,L7-2060 LE10020,15059 LMES-5.18,LEVEL 07 POUR B - REMOVE FORMS,42950.33333,42951.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-1030,Not Started,L7-1010,15059 LMES-5.18,LEVEL 07 POUR A - INSTALL M/P SLEEVES,42936.33333,42937.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L7-1040,Not Started,L7-1010,15059 LMES-5.18,LEVEL 07 POUR A - SLAB ELECTRICAL ROUGH IN,42936.33333,42937.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L7-2030,Not Started,L7-2010,15059 LMES-5.18,LEVEL 07 POUR B - INSTALL M/P SLEEVES,42942.33333,42943.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L7-2040,Not Started,L7-2010,15059 LMES-5.18,LEVEL 07 POUR B - SLAB ELECTRICAL ROUGH IN,42942.33333,42943.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1000,Not Started,L7-1050,15059 LMES-5.18,LEVEL 08 POUR A - F/R/P COLS/WALLS  FROM LEVEL 07-08,42942.33333,42947.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2000,Not Started,L7-2050,15059 LMES-5.18,LEVEL 08 POUR B - F/R/P COLS/WALLS FROM LEVEL 07-08,42948.33333,42951.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1010,Not Started,L8-1000 L7-2010,15059 LMES-5.18,LEVEL 08 POUR A- INSTALL SOFFIT / PERIMETER FORMS,42944.33333,42948.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1020,Not Started,L8-1010 FB033080,15059 LMES-5.18,LEVEL 08 POUR A - SLAB REINFORCING,42948.33333,42949.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L8-1050,Not Started,L8-1020 L8-1030 L8-1040,15059 LMES-5.18,LEVEL 08 POUR A -  PLACE CONCRETE / CURE,42950.33333,42954.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1060,Not Started,L8-1050,15059 LMES-5.18,LEVEL 08 POUR A - STRESS P.T.,42955.33333,42955.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2010,Not Started,L8-2000 L7-2070 L8-1010,15059 LMES-5.18,LEVEL 08 POUR B- INSTALL SOFFIT / PERIMETER FORMS,42950.33333,42954.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2020,Not Started,L8-2010,15059 LMES-5.18,LEVEL 08 POUR B - SLAB REINFORCING,42954.33333,42955.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L8-2050,Not Started,L8-2020 L8-2040 L8-2030,15059 LMES-5.18,LEVEL 08 POUR B -  PLACE CONCRETE / CURE,42956.33333,42958.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2060,Not Started,L8-2050,15059 LMES-5.18,LEVEL 08 POUR B - STRESS P.T.,42958.33333,42958.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1070,Not Started,L8-1060 LE10020,15059 LMES-5.18,LEVEL 08 POUR A - REMOVE FORMS,42955.33333,42956.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2070,Not Started,L8-2060 LE10020,15059 LMES-5.18,LEVEL 08 POUR B - REMOVE FORMS,42958.33333,42961.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-1030,Not Started,L8-1010,15059 LMES-5.18,LEVEL 08 POUR A - INSTALL M/P SLEEVES,42947.33333,42948.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L8-1040,Not Started,L8-1010,15059 LMES-5.18,LEVEL 08 POUR A - SLAB ELECTRICAL ROUGH IN,42947.33333,42948.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L8-2030,Not Started,L8-2010,15059 LMES-5.18,LEVEL 08 POUR B - INSTALL M/P SLEEVES,42951.33333,42954.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L8-2040,Not Started,L8-2010,15059 LMES-5.18,LEVEL 08 POUR B - SLAB ELECTRICAL ROUGH IN,42951.33333,42954.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1000,Not Started,L8-1050,15059 LMES-5.18,ROOF POUR A - F/R/P COLS/WALLS  FROM LEVEL 07-08,42951.33333,42956.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2000,Not Started,L8-2050,15059 LMES-5.18,ROOF POUR B - F/R/P COLS/WALLS FROM LEVEL 07-08,42957.33333,42962.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010200,Upper Floor Framing - Vertical Elements,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1010,Not Started,L9-1000 L8-1070 L8-2010,15059 LMES-5.18,ROOF POUR A- INSTALL SOFFIT / PERIMETER FORMS,42955.33333,42957.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1020,Not Started,L9-1010,15059 LMES-5.18,ROOF POUR A - SLAB REINFORCING,42957.33333,42958.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L9-1050,Not Started,L9-1020 L9-1040 L9-1030,15059 LMES-5.18,ROOF POUR A -  PLACE CONCRETE / CURE,42961.33333,42963.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1060,Not Started,L9-1050,15059 LMES-5.18,ROOF POUR A - STRESS P.T.,42964.33333,42964.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1070,Not Started,L9-1060 LE10020,15059 LMES-5.18,ROOF POUR A - REMOVE FORMS,42965.33333,42968.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2010,Not Started,L9-2000 L8-2070 L9-1010,15059 LMES-5.18,ROOF POUR B- INSTALL SOFFIT / PERIMETER FORMS,42961.33333,42963.66667,C,Interiors,C30,Interior Finishes,C3030,Ceiling Finishes,C3030100,Applied Ceiling Finishes,C3030140,Ceiling Finishes - Paneling,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2020,Not Started,L9-2010,15059 LMES-5.18,ROOF POUR B - SLAB REINFORCING,42963.33333,42964.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 21 00,Reinforcing Bars
L9-2050,Not Started,L9-2020 L9-2040 L9-2030,15059 LMES-5.18,ROOF POUR B -  PLACE CONCRETE / CURE,42965.33333,42969.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2060,Not Started,L9-2050,15059 LMES-5.18,ROOF POUR B - STRESS P.T.,42970.33333,42970.66667,B,Shell,B10,Superstructure,B1010,Floor Construction,B1010400,Upper Floor Framing - Systems,B1010410,CIP Slabs - One Way,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2070,Not Started,L9-2060 LE10020,15059 LMES-5.18,ROOF POUR B - REMOVE FORMS,42971.33333,42977.66667,B,Shell,B10,Superstructure,,,,,,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-1030,Not Started,L9-1010,15059 LMES-5.18,ROOF POUR A - INSTALL M/P SLEEVES,42956.33333,42957.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L9-1040,Not Started,L9-1010,15059 LMES-5.18,ROOF POUR A - SLAB ELECTRICAL ROUGH IN,42956.33333,42957.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L9-2030,Not Started,L9-2010,15059 LMES-5.18,ROOF POUR B - INSTALL M/P SLEEVES,42962.33333,42964.66667,D,Services,D20,Plumbing,D2090,Other Plumbing Systems,D2090800,Piping & Fittings,,,,03 00 00,Concrete,03 15 00,Concrete Accessories
L9-2040,Not Started,L9-2010,15059 LMES-5.18,ROOF POUR B - SLAB ELECTRICAL ROUGH IN,42962.33333,42964.66667,D,Services,D50,Electrical,D5090,Other Electrical Systems,D5090400,General Construction Items (Elect.),,,,03 00 00,Concrete,03 30 00,Cast-in-Place Concrete
L12070,Not Started,DL07000 L9100,15059 LMES-5.15,HIGH ROOF - INSTALL TAPERED INSULATION,43045.33333,43056.66667,,,,,,,,,,,,07 00 00,Thermal and Moisture Protection,07 22 00,Roof and Deck Insulation
L12080,Not Started,DL231070 L11400 L12640 L12680,15059 LMES-5.15,LOBBY AREA: LOW ROOF - INSTALL TAPERED INSULATION,43007.33333,43020.66667,,,,,,,,,,,,07 00 00,Thermal and Moisture Protection,07 22 00,Roof and Deck Insulation
L12090,Not Started,L12080,15059 LMES-5.15,LOBBY AREA: LOW ROOF - INSTALL TPO ROOFING MEMBRANE,43021.33333,43027.66667,B,Shell,B30,Roofing,B3010,Roof Coverings,B3010100,Roof Finishes,B3010120,Roofing - Single Ply Membrane,,07 00 00,Thermal and Moisture Protection,07 54 00,Thermoplastic Membrane Roofing
L12100,Not Started,DL231070 L12710,15059 LMES-5.15,BALLROOM AREA: LOW ROOF - INSTALL TAPERED INSULATION,42993.33333,43006.66667,,,,,,,,,,,,07 00 00,Thermal and Moisture Protection,07 22 00,Roof and Deck Insulation
